N,Song1,Song2,Algo,Embedding,Perc
0,thehappywhistler,sanfranciscobrewingad,Agglomerative,300,0.0
1,thehappywhistler,sanfranciscobrewingad,Agglomerative,100,1.45
2,thehappywhistler,sanfranciscobrewingad,Agglomerative,200,1.45
3,thehappywhistler,sanfranciscobrewingad,Agglomerative,50,1.45
4,thehappywhistler,sanfranciscobrewingad,Agglomerative,150,7.25
