N,Song1,Song2,Algo,Embedding,Perc
0,reich,niveau,Agglomerative,300,98.55
1,reich,niveau,Agglomerative,100,4.35
2,reich,niveau,Agglomerative,200,36.23
3,reich,niveau,Agglomerative,50,26.09
4,reich,niveau,Agglomerative,150,0.0
