N,Song1,Song2,Algo,Embedding,Perc
0,sadness,youdbesonice,MiniBatch500,300,15.94
1,sadness,youdbesonice,MiniBatch500,100,26.09
2,sadness,youdbesonice,MiniBatch500,200,0.0
3,sadness,youdbesonice,MiniBatch500,50,0.0
4,sadness,youdbesonice,MiniBatch500,150,10.14
