N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,8,8
1,does_anybody,bali,1,1
2,spider,desert_song,8,8
3,chatterbox_carew,chatterbox_jerome,8,8
4,kansas,roses,1,1
5,whisper_to_me,itallcomes,1,1
6,mygodandi,mygodanditwo,1,1
7,rendezvous,idreamed,1,1
8,letitend,howdeepisyourlove,8,8
9,pourtoi,feelings,9,9
10,lifeisarock,menusong,9,9
11,greengrassgrows,superstring,0,0
12,whereareyounow,whereareyou,9,9
13,heartbeat,getoveryou,6,6
14,blessees,janine,8,8
15,reich,niveau,1,1
