N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,6,6
1,confessing,starlight,6,6
2,o_gladsome,o_light,6,6
3,lady_love,word_warning,6,6
4,whisper,wishing_song,6,6
5,does_anybody,bali,6,6
6,spider,desert_song,6,6
7,old_eli,someday_prince,6,6
8,chatterbox_carew,chatterbox_jerome,6,6
9,kansas,roses,6,6
10,whisper_to_me,itallcomes,6,6
11,messiah,fence,6,6
12,amothersprayer,myownsweet,6,6
13,sadness,youdbesonice,6,6
14,twilightwaltz,calledlove,6,6
15,motheranddad,nearyou,6,6
16,tonighthesailedagain,iloveyouyesido,6,6
17,mygodandi,mygodanditwo,6,6
18,rendezvous,idreamed,6,6
19,mizpahshalom,shalom,6,6
20,evangelimann,mitternachtstango,6,6
21,mojoworkout,gotmymojoworking,6,6
22,sognonostalgico,girlinthedark,6,6
23,hessofine,mysweetlord,6,6
24,keeponsinging,keeponsingingtwo,6,6
25,letitend,howdeepisyourlove,6,6
26,pourtoi,feelings,6,6
27,uncantoagalicia,bisschenfrieden,6,6
28,lifeisarock,menusong,6,6
29,es,hey,6,6
30,tillyou,phantomoftheopera,6,6
31,ithinkaboutyou,ithinkaboutyoutwo,6,6
32,greengrassgrows,superstring,0,0
33,whereareyounow,whereareyou,6,6
34,heartbeat,getoveryou,5,5
35,blessees,janine,6,6
36,reich,niveau,6,6
