N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,2,2
1,light_myLife,lady_divine_pt3,2,2
2,confessing,starlight,2,2
3,o_gladsome,o_light,2,2
4,lady_love,word_warning,2,2
5,whisper,wishing_song,2,2
6,does_anybody,bali,2,2
7,spider,desert_song,2,2
8,old_eli,someday_prince,2,2
9,chatterbox_carew,chatterbox_jerome,2,2
10,kansas,roses,2,2
11,whisper_to_me,itallcomes,2,2
12,messiah,fence,2,2
13,amothersprayer,myownsweet,2,2
14,sadness,youdbesonice,2,2
15,twilightwaltz,calledlove,2,2
16,motheranddad,nearyou,2,2
17,tonighthesailedagain,iloveyouyesido,2,2
18,mygodandi,mygodanditwo,2,2
19,rendezvous,idreamed,2,2
20,mizpahshalom,shalom,2,2
21,evangelimann,mitternachtstango,2,2
22,mojoworkout,gotmymojoworking,2,2
23,sognonostalgico,girlinthedark,2,2
24,hessofine,mysweetlord,2,2
25,keeponsinging,keeponsingingtwo,2,2
26,letitend,howdeepisyourlove,2,2
27,pourtoi,feelings,2,2
28,uncantoagalicia,bisschenfrieden,2,2
29,lifeisarock,menusong,2,2
30,es,hey,2,2
31,tillyou,phantomoftheopera,2,2
32,ithinkaboutyou,ithinkaboutyoutwo,2,2
33,greengrassgrows,superstring,0,0
34,whereareyounow,whereareyou,2,2
35,gehtsparkasse,begood,2,2
36,heartbeat,getoveryou,2,2
37,blessees,janine,2,2
38,reich,niveau,2,2
