N,Song1,Song2,Cluster_1,Cluster_2
0,does_anybody,bali,0,0
1,spider,desert_song,3,3
2,alla_rancho,el_rancho_anonymous,0,0
3,chatterbox_carew,chatterbox_jerome,0,0
4,whisper_to_me,itallcomes,1,1
5,messiah,fence,1,1
6,muehlebachbeersmith,timeformuehlebach,1,1
7,hessofine,mysweetlord,1,1
8,daybyday,themetodayshow,0,0
9,dirlada,loopdilove,0,0
10,letitend,howdeepisyourlove,1,1
11,es,hey,0,0
12,tillyou,phantomoftheopera,0,0
13,gehtsparkasse,begood,1,1
14,heartbeat,getoveryou,1,1
15,gumtree,downunder,3,3
16,blessees,janine,1,1
17,reich,niveau,0,0
