N,Song1,Song2,Cluster_1,Cluster_2
0,o_gladsome,o_light,3,3
1,does_anybody,bali,5,5
2,chatterbox_carew,chatterbox_jerome,5,5
3,amothersprayer,myownsweet,2,2
4,motheranddad,nearyou,2,2
5,goodnight,whilewedream,1,1
6,rendezvous,idreamed,2,2
7,hessofine,mysweetlord,1,1
8,keeponsinging,keeponsingingtwo,0,0
9,dirlada,loopdilove,3,3
10,pourtoi,feelings,9,9
11,lifeisarock,menusong,8,8
12,greengrassgrows,superstring,4,4
13,gehtsparkasse,begood,4,4
14,heartbeat,getoveryou,8,8
15,gumtree,downunder,9,9
16,blessees,janine,4,4
17,reich,niveau,0,0
