N,Song1,Song2,Cluster_1,Cluster_2
0,messiah,fence,4,4
1,sadness,youdbesonice,5,5
2,twilightwaltz,calledlove,1,1
3,motheranddad,nearyou,4,4
4,tonighthesailedagain,iloveyouyesido,4,4
5,evangelimann,mitternachtstango,4,4
6,hessofine,mysweetlord,1,1
7,dirlada,loopdilove,3,3
8,letitend,howdeepisyourlove,3,3
9,uncantoagalicia,bisschenfrieden,5,5
10,lifeisarock,menusong,6,6
11,es,hey,4,4
12,ithinkaboutyou,ithinkaboutyoutwo,1,1
13,whereareyounow,whereareyou,0,0
14,gehtsparkasse,begood,5,5
15,heartbeat,getoveryou,5,5
16,blessees,janine,5,5
17,reich,niveau,1,1
