N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt3,1,1
1,lady_love,word_warning,2,2
2,messiah,fence,2,2
3,shepherd,beginthebeguine,2,2
4,sadness,youdbesonice,4,4
5,twilightwaltz,calledlove,1,1
6,motheranddad,nearyou,2,2
7,tonighthesailedagain,iloveyouyesido,2,2
8,evangelimann,mitternachtstango,2,2
9,dirlada,loopdilove,1,1
10,letitend,howdeepisyourlove,1,1
11,uncantoagalicia,bisschenfrieden,4,4
12,lifeisarock,menusong,3,3
13,es,hey,2,2
14,ithinkaboutyou,ithinkaboutyoutwo,2,2
15,whereareyounow,whereareyou,2,2
16,gehtsparkasse,begood,4,4
17,heartbeat,getoveryou,4,4
18,blessees,janine,4,4
