N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,2,2
1,confessing,starlight,2,2
2,lady_love,word_warning,1,1
3,alla_rancho,el_rancho_anonymous,2,2
4,messiah,fence,1,1
5,shepherd,beginthebeguine,2,2
6,sadness,youdbesonice,2,2
7,mizpahshalom,shalom,2,2
8,sognonostalgico,girlinthedark,1,1
9,daybyday,themetodayshow,2,2
10,dirlada,loopdilove,0,0
11,letitend,howdeepisyourlove,0,0
12,uncantoagalicia,bisschenfrieden,2,2
13,lifeisarock,menusong,1,1
14,whereareyounow,whereareyou,2,2
15,gehtsparkasse,begood,2,2
16,heartbeat,getoveryou,2,2
17,blessees,janine,2,2
