N,Song1,Song2,Algo,Embedding,Perc
0,sognonostalgico,girlinthedark,MiniBatch250,300,7.25
1,sognonostalgico,girlinthedark,MiniBatch250,100,23.19
2,sognonostalgico,girlinthedark,MiniBatch250,200,0.0
3,sognonostalgico,girlinthedark,MiniBatch250,50,7.25
4,sognonostalgico,girlinthedark,MiniBatch250,150,0.0
