N,Song1,Song2,Cluster_1,Cluster_2
0,o_gladsome,o_light,4,4
1,lady_love,word_warning,4,4
2,whisper,wishing_song,4,4
3,spider,desert_song,4,4
4,chatterbox_carew,chatterbox_jerome,4,4
5,prelude,dakota,4,4
6,vagyok,perhaps,4,4
7,thehappywhistler,sanfranciscobrewingad,4,4
8,goodnight,whilewedream,4,4
9,rendezvous,idreamed,4,4
10,mojoworkout,gotmymojoworking,4,4
11,sognonostalgico,girlinthedark,4,4
12,hessofine,mysweetlord,4,4
13,letitend,howdeepisyourlove,4,4
14,lifeisarock,menusong,5,5
15,es,hey,4,4
16,ithinkaboutyou,ithinkaboutyoutwo,4,4
17,whereareyounow,whereareyou,4,4
18,gehtsparkasse,begood,4,4
19,heartbeat,getoveryou,5,5
20,reich,niveau,4,4
