N,Song1,Song2,Algo,Embedding,Perc
0,tonighthesailedagain,iloveyouyesido,GaussianMM,300,17.39
1,tonighthesailedagain,iloveyouyesido,GaussianMM,100,2.9
2,tonighthesailedagain,iloveyouyesido,GaussianMM,200,0.0
3,tonighthesailedagain,iloveyouyesido,GaussianMM,50,0.0
4,tonighthesailedagain,iloveyouyesido,GaussianMM,150,0.0
