N,Song1,Song2,Algo,Embedding,Perc
0,spider,desert_song,GaussianMM,300,2.9
1,spider,desert_song,GaussianMM,100,5.8
2,spider,desert_song,GaussianMM,200,2.9
3,spider,desert_song,GaussianMM,50,0.0
4,spider,desert_song,GaussianMM,150,1.45
