N,Song1,Song2,Algo,Embedding,Perc
0,gumtree,downunder,GaussianMM,300,0.0
1,gumtree,downunder,GaussianMM,100,0.0
2,gumtree,downunder,GaussianMM,200,2.9
3,gumtree,downunder,GaussianMM,50,13.04
4,gumtree,downunder,GaussianMM,150,10.14
