N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,0,0
1,light_myLife,lady_divine_pt2,0,0
2,alla_rancho,el_rancho_anonymous,3,3
3,sadness,youdbesonice,4,4
4,twilightwaltz,calledlove,1,1
5,tonighthesailedagain,iloveyouyesido,0,0
6,dirlada,loopdilove,1,1
7,letitend,howdeepisyourlove,1,1
8,lifeisarock,menusong,5,5
9,es,hey,0,0
10,ithinkaboutyou,ithinkaboutyoutwo,2,2
11,greengrassgrows,superstring,0,0
12,gehtsparkasse,begood,4,4
13,heartbeat,getoveryou,4,4
14,blessees,janine,4,4
15,reich,niveau,2,2
