N,Song1,Song2,Algo,Embedding,Perc
0,ithinkaboutyou,ithinkaboutyoutwo,BIRCH,300,1.45
1,ithinkaboutyou,ithinkaboutyoutwo,BIRCH,100,1.45
2,ithinkaboutyou,ithinkaboutyoutwo,BIRCH,200,4.35
3,ithinkaboutyou,ithinkaboutyoutwo,BIRCH,50,0.0
4,ithinkaboutyou,ithinkaboutyoutwo,BIRCH,150,1.45
