N,Song1,Song2,Algo,Embedding,Perc
0,keeponsinging,keeponsingingtwo,BIRCH,300,0.0
1,keeponsinging,keeponsingingtwo,BIRCH,100,0.0
2,keeponsinging,keeponsingingtwo,BIRCH,200,2.9
3,keeponsinging,keeponsingingtwo,BIRCH,50,1.45
4,keeponsinging,keeponsingingtwo,BIRCH,150,7.25
