N,Song1,Song2,Algo,Embedding,Perc
0,muehlebachbeersmith,timeformuehlebach,BIRCH,300,2.9
1,muehlebachbeersmith,timeformuehlebach,BIRCH,100,11.59
2,muehlebachbeersmith,timeformuehlebach,BIRCH,200,0.0
3,muehlebachbeersmith,timeformuehlebach,BIRCH,50,0.0
4,muehlebachbeersmith,timeformuehlebach,BIRCH,150,1.45
