N,Song1,Song2,Algo,Embedding,Perc
0,jeanniemichele,themeatimetolove,BIRCH,300,0.0
1,jeanniemichele,themeatimetolove,BIRCH,100,0.0
2,jeanniemichele,themeatimetolove,BIRCH,200,0.0
3,jeanniemichele,themeatimetolove,BIRCH,50,4.35
4,jeanniemichele,themeatimetolove,BIRCH,150,30.43
