N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,0,0
1,confessing,starlight,0,0
2,lady_love,word_warning,0,0
3,does_anybody,bali,0,0
4,spider,desert_song,0,0
5,old_eli,someday_prince,0,0
6,alla_rancho,el_rancho_anonymous,0,0
7,kansas,roses,0,0
8,prelude,dakota,0,0
9,vagyok,perhaps,0,0
10,messiah,fence,0,0
11,shepherd,beginthebeguine,0,0
12,sadness,youdbesonice,0,0
13,twilightwaltz,calledlove,0,0
14,motheranddad,nearyou,0,0
15,tonighthesailedagain,iloveyouyesido,1,1
16,mygodandi,mygodanditwo,0,0
17,goodnight,whilewedream,0,0
18,rendezvous,idreamed,0,0
19,mizpahshalom,shalom,0,0
20,evangelimann,mitternachtstango,0,0
21,mojoworkout,gotmymojoworking,0,0
22,sognonostalgico,girlinthedark,0,0
23,hessofine,mysweetlord,0,0
24,jeanniemichele,themeatimetolove,0,0
25,daybyday,themetodayshow,1,1
26,keeponsinging,keeponsingingtwo,0,0
27,dirlada,loopdilove,0,0
28,letitend,howdeepisyourlove,0,0
29,pourtoi,feelings,0,0
30,uncantoagalicia,bisschenfrieden,0,0
31,es,hey,0,0
32,tillyou,phantomoftheopera,0,0
33,ithinkaboutyou,ithinkaboutyoutwo,0,0
34,whereareyounow,whereareyou,0,0
35,gehtsparkasse,begood,0,0
36,heartbeat,getoveryou,0,0
37,blessees,janine,0,0
38,reich,niveau,0,0
