N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,0,0
1,confessing,starlight,0,0
2,lady_love,word_warning,0,0
3,does_anybody,bali,0,0
4,spider,desert_song,0,0
5,old_eli,someday_prince,0,0
6,alla_rancho,el_rancho_anonymous,0,0
7,chatterbox_carew,chatterbox_jerome,0,0
8,kansas,roses,0,0
9,kalamazoo_arnstein,kalamazoo_warren,0,0
10,prelude,dakota,0,0
11,vagyok,perhaps,0,0
12,messiah,fence,0,0
13,shepherd,beginthebeguine,0,0
14,sadness,youdbesonice,0,0
15,twilightwaltz,calledlove,0,0
16,motheranddad,nearyou,0,0
17,tonighthesailedagain,iloveyouyesido,1,1
18,thehappywhistler,sanfranciscobrewingad,0,0
19,mygodandi,mygodanditwo,0,0
20,goodnight,whilewedream,0,0
21,rendezvous,idreamed,0,0
22,mizpahshalom,shalom,0,0
23,evangelimann,mitternachtstango,0,0
24,mojoworkout,gotmymojoworking,0,0
25,sognonostalgico,girlinthedark,0,0
26,hessofine,mysweetlord,0,0
27,jeanniemichele,themeatimetolove,0,0
28,keeponsinging,keeponsingingtwo,0,0
29,dirlada,loopdilove,0,0
30,letitend,howdeepisyourlove,0,0
31,pourtoi,feelings,0,0
32,uncantoagalicia,bisschenfrieden,0,0
33,lifeisarock,menusong,0,0
34,es,hey,0,0
35,tillyou,phantomoftheopera,0,0
36,ithinkaboutyou,ithinkaboutyoutwo,0,0
37,greengrassgrows,superstring,0,0
38,whereareyounow,whereareyou,0,0
39,gehtsparkasse,begood,0,0
40,heartbeat,getoveryou,0,0
41,gumtree,downunder,0,0
42,blessees,janine,0,0
43,reich,niveau,0,0
