N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,4,4
1,light_myLife,lady_divine_pt2,4,4
2,confessing,starlight,1,1
3,lady_love,word_warning,7,7
4,prelude,dakota,7,7
5,vagyok,perhaps,7,7
6,messiah,fence,7,7
7,shepherd,beginthebeguine,7,7
8,sadness,youdbesonice,7,7
9,motheranddad,nearyou,7,7
10,mygodandi,mygodanditwo,7,7
11,goodnight,whilewedream,7,7
12,mizpahshalom,shalom,7,7
13,sognonostalgico,girlinthedark,1,1
14,hessofine,mysweetlord,7,7
15,keeponsinging,keeponsingingtwo,7,7
16,dirlada,loopdilove,7,7
17,letitend,howdeepisyourlove,7,7
18,uncantoagalicia,bisschenfrieden,7,7
19,lifeisarock,menusong,4,4
20,ithinkaboutyou,ithinkaboutyoutwo,7,7
21,greengrassgrows,superstring,4,4
22,whereareyounow,whereareyou,7,7
23,heartbeat,getoveryou,7,7
24,blessees,janine,4,4
25,reich,niveau,7,7
