N,Song1,Song2,Cluster_1,Cluster_2
0,alla_rancho,el_rancho_anonymous,2,2
1,sadness,youdbesonice,3,3
2,tonighthesailedagain,iloveyouyesido,1,1
3,evangelimann,mitternachtstango,1,1
4,jeanniemichele,themeatimetolove,7,7
5,daybyday,themetodayshow,2,2
6,keeponsinging,keeponsingingtwo,7,7
7,dirlada,loopdilove,5,5
8,letitend,howdeepisyourlove,5,5
9,lifeisarock,menusong,6,6
10,es,hey,1,1
11,whereareyounow,whereareyou,2,2
12,gehtsparkasse,begood,3,3
13,heartbeat,getoveryou,3,3
14,blessees,janine,3,3
