N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,1,1
1,alla_rancho,el_rancho_anonymous,1,1
2,chatterbox_carew,chatterbox_jerome,3,3
3,whisper_to_me,itallcomes,6,6
4,vagyok,perhaps,1,1
5,messiah,fence,6,6
6,shepherd,beginthebeguine,1,1
7,sadness,youdbesonice,0,0
8,motheranddad,nearyou,6,6
9,tonighthesailedagain,iloveyouyesido,6,6
10,daybyday,themetodayshow,1,1
11,keeponsinging,keeponsingingtwo,3,3
12,lifeisarock,menusong,4,4
13,whereareyounow,whereareyou,1,1
14,gehtsparkasse,begood,0,0
15,heartbeat,getoveryou,0,0
16,blessees,janine,0,0
