N,Song1,Song2,Cluster_1,Cluster_2
0,o_gladsome,o_light,0,0
1,lady_love,word_warning,0,0
2,whisper,wishing_song,0,0
3,spider,desert_song,0,0
4,chatterbox_carew,chatterbox_jerome,0,0
5,prelude,dakota,0,0
6,vagyok,perhaps,0,0
7,thehappywhistler,sanfranciscobrewingad,0,0
8,goodnight,whilewedream,0,0
9,rendezvous,idreamed,0,0
10,mojoworkout,gotmymojoworking,0,0
11,sognonostalgico,girlinthedark,0,0
12,hessofine,mysweetlord,0,0
13,letitend,howdeepisyourlove,0,0
14,es,hey,0,0
15,ithinkaboutyou,ithinkaboutyoutwo,0,0
16,whereareyounow,whereareyou,0,0
17,gehtsparkasse,begood,0,0
18,heartbeat,getoveryou,4,4
19,reich,niveau,0,0
