N,Song1,Song2,Cluster_1,Cluster_2
0,does_anybody,bali,0,0
1,chatterbox_carew,chatterbox_jerome,0,0
2,prelude,dakota,2,2
3,messiah,fence,0,0
4,amothersprayer,myownsweet,0,0
5,twilightwaltz,calledlove,0,0
6,motheranddad,nearyou,0,0
7,thehappywhistler,sanfranciscobrewingad,0,0
8,goodnight,whilewedream,0,0
9,rendezvous,idreamed,0,0
10,mizpahshalom,shalom,1,1
11,evangelimann,mitternachtstango,0,0
12,mojoworkout,gotmymojoworking,1,1
13,sognonostalgico,girlinthedark,0,0
14,jeanniemichele,themeatimetolove,0,0
15,daybyday,themetodayshow,2,2
16,keeponsinging,keeponsingingtwo,1,1
17,dirlada,loopdilove,2,2
18,pourtoi,feelings,0,0
19,es,hey,0,0
20,greengrassgrows,superstring,1,1
21,whereareyounow,whereareyou,0,0
22,gehtsparkasse,begood,1,1
23,heartbeat,getoveryou,1,1
24,blessees,janine,1,1
