N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,1,1
1,old_eli,someday_prince,5,5
2,prelude,dakota,2,2
3,messiah,fence,3,3
4,shepherd,beginthebeguine,3,3
5,sadness,youdbesonice,3,3
6,motheranddad,nearyou,5,5
7,mygodandi,mygodanditwo,3,3
8,goodnight,whilewedream,3,3
9,mizpahshalom,shalom,3,3
10,mojoworkout,gotmymojoworking,4,4
11,sognonostalgico,girlinthedark,5,5
12,hessofine,mysweetlord,3,3
13,keeponsinging,keeponsingingtwo,3,3
14,dirlada,loopdilove,2,2
15,letitend,howdeepisyourlove,3,3
16,pourtoi,feelings,2,2
17,uncantoagalicia,bisschenfrieden,3,3
18,lifeisarock,menusong,1,1
19,ithinkaboutyou,ithinkaboutyoutwo,2,2
20,greengrassgrows,superstring,1,1
21,whereareyounow,whereareyou,2,2
22,gehtsparkasse,begood,1,1
23,heartbeat,getoveryou,1,1
24,blessees,janine,1,1
