N,Song1,Song2,Algo,Embedding,Perc
0,rendezvous,idreamed,MiniBatch100,300,0.0
1,rendezvous,idreamed,MiniBatch100,100,2.9
2,rendezvous,idreamed,MiniBatch100,200,59.42
3,rendezvous,idreamed,MiniBatch100,50,57.97
4,rendezvous,idreamed,MiniBatch100,150,24.64
