N,Song1,Song2,Algo,Embedding,Perc
0,motheranddad,nearyou,MiniBatch100,300,10.14
1,motheranddad,nearyou,MiniBatch100,100,2.9
2,motheranddad,nearyou,MiniBatch100,200,44.93
3,motheranddad,nearyou,MiniBatch100,50,72.46
4,motheranddad,nearyou,MiniBatch100,150,26.09
