N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,5,5
1,light_myLife,lady_divine_pt3,5,5
2,o_gladsome,o_light,8,8
3,prelude,dakota,0,0
4,amothersprayer,myownsweet,8,8
5,sadness,youdbesonice,5,5
6,twilightwaltz,calledlove,8,8
7,rendezvous,idreamed,8,8
8,mizpahshalom,shalom,5,5
9,mojoworkout,gotmymojoworking,5,5
10,sognonostalgico,girlinthedark,4,4
11,daybyday,themetodayshow,7,7
12,keeponsinging,keeponsingingtwo,5,5
13,letitend,howdeepisyourlove,5,5
14,greengrassgrows,superstring,9,9
15,whereareyounow,whereareyou,5,5
16,gehtsparkasse,begood,6,6
17,heartbeat,getoveryou,6,6
18,blessees,janine,1,1
