N,Song1,Song2,Cluster_1,Cluster_2
0,lady_love,word_warning,9,9
1,prelude,dakota,0,0
2,sadness,youdbesonice,9,9
3,motheranddad,nearyou,5,5
4,goodnight,whilewedream,5,5
5,rendezvous,idreamed,11,11
6,mizpahshalom,shalom,9,9
7,mojoworkout,gotmymojoworking,8,8
8,sognonostalgico,girlinthedark,5,5
9,daybyday,themetodayshow,0,0
10,keeponsinging,keeponsingingtwo,8,8
11,dirlada,loopdilove,0,0
12,greengrassgrows,superstring,9,9
13,whereareyounow,whereareyou,9,9
14,gehtsparkasse,begood,7,7
15,heartbeat,getoveryou,7,7
16,gumtree,downunder,9,9
17,blessees,janine,3,3
