N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,6,6
1,light_myLife,lady_divine_pt3,6,6
2,prelude,dakota,0,0
3,sadness,youdbesonice,6,6
4,motheranddad,nearyou,4,4
5,goodnight,whilewedream,4,4
6,rendezvous,idreamed,2,2
7,mizpahshalom,shalom,6,6
8,mojoworkout,gotmymojoworking,6,6
9,sognonostalgico,girlinthedark,4,4
10,daybyday,themetodayshow,8,8
11,keeponsinging,keeponsingingtwo,6,6
12,greengrassgrows,superstring,6,6
13,gehtsparkasse,begood,5,5
14,heartbeat,getoveryou,5,5
15,blessees,janine,1,1
