N,Song1,Song2,Algo,Embedding,Perc
0,gumtree,downunder,BIRCH,300,0.0
1,gumtree,downunder,BIRCH,100,4.35
2,gumtree,downunder,BIRCH,200,2.9
3,gumtree,downunder,BIRCH,50,1.45
4,gumtree,downunder,BIRCH,150,4.35
