N,Song1,Song2,Algo,Embedding,Perc
0,reich,niveau,BIRCH,300,98.55
1,reich,niveau,BIRCH,100,18.84
2,reich,niveau,BIRCH,200,43.48
3,reich,niveau,BIRCH,50,26.09
4,reich,niveau,BIRCH,150,1.45
