N,Song1,Song2,Algo,Embedding,Perc
0,sognonostalgico,girlinthedark,BIRCH,300,0.0
1,sognonostalgico,girlinthedark,BIRCH,100,5.8
2,sognonostalgico,girlinthedark,BIRCH,200,5.8
3,sognonostalgico,girlinthedark,BIRCH,50,1.45
4,sognonostalgico,girlinthedark,BIRCH,150,10.14
