N,Song1,Song2,Algo,Embedding,Perc
0,greengrassgrows,superstring,BIRCH,300,98.55
1,greengrassgrows,superstring,BIRCH,100,37.68
2,greengrassgrows,superstring,BIRCH,200,98.55
3,greengrassgrows,superstring,BIRCH,50,98.55
4,greengrassgrows,superstring,BIRCH,150,98.55
