N,Song1,Song2,Algo,Embedding,Perc
0,goodnight,whilewedream,BIRCH,300,0.0
1,goodnight,whilewedream,BIRCH,100,2.9
2,goodnight,whilewedream,BIRCH,200,0.0
3,goodnight,whilewedream,BIRCH,50,86.96
4,goodnight,whilewedream,BIRCH,150,1.45
