N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt3,1,1
1,lady_love,word_warning,1,1
2,does_anybody,bali,3,3
3,chatterbox_carew,chatterbox_jerome,3,3
4,prelude,dakota,4,4
5,motheranddad,nearyou,1,1
6,muehlebachbeersmith,timeformuehlebach,1,1
7,goodnight,whilewedream,4,4
8,sognonostalgico,girlinthedark,3,3
9,hessofine,mysweetlord,1,1
10,daybyday,themetodayshow,1,1
11,keeponsinging,keeponsingingtwo,1,1
12,dirlada,loopdilove,3,3
13,letitend,howdeepisyourlove,1,1
14,pourtoi,feelings,1,1
15,greengrassgrows,superstring,1,1
16,gehtsparkasse,begood,4,4
17,heartbeat,getoveryou,4,4
18,blessees,janine,4,4
19,reich,niveau,3,3
