N,Song1,Song2,Algo,Embedding,Perc
0,blessees,janine,MiniBatch500,300,98.55
1,blessees,janine,MiniBatch500,100,98.55
2,blessees,janine,MiniBatch500,200,98.55
3,blessees,janine,MiniBatch500,50,98.55
4,blessees,janine,MiniBatch500,150,98.55
