N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,2,2
1,light_myLife,lady_divine_pt3,2,2
2,kansas,roses,2,2
3,prelude,dakota,1,1
4,messiah,fence,0,0
5,shepherd,beginthebeguine,0,0
6,rendezvous,idreamed,4,4
7,mizpahshalom,shalom,2,2
8,mojoworkout,gotmymojoworking,3,3
9,daybyday,themetodayshow,1,1
10,keeponsinging,keeponsingingtwo,3,3
11,uncantoagalicia,bisschenfrieden,3,3
12,es,hey,0,0
13,tillyou,phantomoftheopera,1,1
14,greengrassgrows,superstring,3,3
15,whereareyounow,whereareyou,4,4
16,gehtsparkasse,begood,3,3
17,heartbeat,getoveryou,3,3
18,blessees,janine,4,4
