N,Song1,Song2,Cluster_1,Cluster_2
0,does_anybody,bali,2,2
1,alla_rancho,el_rancho_anonymous,2,2
2,chatterbox_carew,chatterbox_jerome,2,2
3,kansas,roses,2,2
4,prelude,dakota,2,2
5,amothersprayer,myownsweet,6,6
6,motheranddad,nearyou,6,6
7,goodnight,whilewedream,10,10
8,rendezvous,idreamed,6,6
9,hessofine,mysweetlord,10,10
10,dirlada,loopdilove,3,3
11,ithinkaboutyou,ithinkaboutyoutwo,11,11
12,greengrassgrows,superstring,0,0
13,gehtsparkasse,begood,0,0
14,heartbeat,getoveryou,0,0
15,gumtree,downunder,2,2
16,blessees,janine,0,0
17,reich,niveau,12,12
