N,Song1,Song2,Cluster_1,Cluster_2
0,o_gladsome,o_light,4,4
1,does_anybody,bali,3,3
2,chatterbox_carew,chatterbox_jerome,3,3
3,whisper_to_me,itallcomes,0,0
4,amothersprayer,myownsweet,2,2
5,motheranddad,nearyou,2,2
6,goodnight,whilewedream,3,3
7,rendezvous,idreamed,2,2
8,mizpahshalom,shalom,3,3
9,daybyday,themetodayshow,7,7
10,keeponsinging,keeponsingingtwo,0,0
11,dirlada,loopdilove,4,4
12,pourtoi,feelings,1,1
13,greengrassgrows,superstring,8,8
14,gehtsparkasse,begood,8,8
15,heartbeat,getoveryou,8,8
16,blessees,janine,8,8
17,reich,niveau,0,0
