N,Song1,Song2,Cluster_1,Cluster_2
0,does_anybody,bali,2,2
1,alla_rancho,el_rancho_anonymous,2,2
2,chatterbox_carew,chatterbox_jerome,2,2
3,kansas,roses,2,2
4,whisper_to_me,itallcomes,4,4
5,prelude,dakota,2,2
6,amothersprayer,myownsweet,1,1
7,motheranddad,nearyou,1,1
8,goodnight,whilewedream,2,2
9,rendezvous,idreamed,1,1
10,mizpahshalom,shalom,2,2
11,evangelimann,mitternachtstango,4,4
12,daybyday,themetodayshow,5,5
13,keeponsinging,keeponsingingtwo,4,4
14,dirlada,loopdilove,0,0
15,ithinkaboutyou,ithinkaboutyoutwo,0,0
16,greengrassgrows,superstring,1,1
17,heartbeat,getoveryou,1,1
18,blessees,janine,1,1
19,reich,niveau,4,4
