N,Song1,Song2,Cluster_1,Cluster_2
0,alla_rancho,el_rancho_anonymous,3,3
1,chatterbox_carew,chatterbox_jerome,3,3
2,kansas,roses,13,13
3,whisper_to_me,itallcomes,2,2
4,prelude,dakota,13,13
5,amothersprayer,myownsweet,7,7
6,motheranddad,nearyou,7,7
7,rendezvous,idreamed,7,7
8,evangelimann,mitternachtstango,2,2
9,dirlada,loopdilove,4,4
10,pourtoi,feelings,1,1
11,greengrassgrows,superstring,14,14
12,gehtsparkasse,begood,9,9
13,heartbeat,getoveryou,0,0
14,gumtree,downunder,13,13
15,blessees,janine,14,14
16,reich,niveau,2,2
