N,Song1,Song2,Cluster_1,Cluster_2
0,confessing,starlight,2,2
1,whisper,wishing_song,2,2
2,kalamazoo_arnstein,kalamazoo_warren,2,2
3,vagyok,perhaps,2,2
4,shepherd,beginthebeguine,2,2
5,twilightwaltz,calledlove,1,1
6,motheranddad,nearyou,2,2
7,muehlebachbeersmith,timeformuehlebach,2,2
8,sognonostalgico,girlinthedark,2,2
9,keeponsinging,keeponsingingtwo,2,2
10,pourtoi,feelings,1,1
11,es,hey,2,2
12,greengrassgrows,superstring,2,2
13,whereareyounow,whereareyou,0,0
14,heartbeat,getoveryou,1,1
15,gumtree,downunder,2,2
16,blessees,janine,2,2
