N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt3,1,1
1,lady_love,word_warning,1,1
2,does_anybody,bali,0,0
3,old_eli,someday_prince,3,3
4,whisper_to_me,itallcomes,4,4
5,prelude,dakota,6,6
6,amothersprayer,myownsweet,5,5
7,motheranddad,nearyou,1,1
8,muehlebachbeersmith,timeformuehlebach,1,1
9,evangelimann,mitternachtstango,4,4
10,mojoworkout,gotmymojoworking,2,2
11,daybyday,themetodayshow,1,1
12,pourtoi,feelings,1,1
13,greengrassgrows,superstring,1,1
14,gehtsparkasse,begood,4,4
15,heartbeat,getoveryou,4,4
16,blessees,janine,4,4
17,reich,niveau,0,0
