N,Song1,Song2,Cluster_1,Cluster_2
0,o_gladsome,o_light,1,1
1,does_anybody,bali,2,2
2,chatterbox_carew,chatterbox_jerome,2,2
3,whisper_to_me,itallcomes,4,4
4,prelude,dakota,0,0
5,shepherd,beginthebeguine,0,0
6,motheranddad,nearyou,3,3
7,mygodandi,mygodanditwo,0,0
8,mojoworkout,gotmymojoworking,4,4
9,sognonostalgico,girlinthedark,2,2
10,hessofine,mysweetlord,0,0
11,jeanniemichele,themeatimetolove,1,1
12,daybyday,themetodayshow,0,0
13,dirlada,loopdilove,2,2
14,pourtoi,feelings,1,1
15,tillyou,phantomoftheopera,1,1
16,ithinkaboutyou,ithinkaboutyoutwo,1,1
17,gehtsparkasse,begood,0,0
18,heartbeat,getoveryou,0,0
19,blessees,janine,0,0
20,reich,niveau,2,2
