N,Song1,Song2,Cluster_1,Cluster_2
0,lady_love,word_warning,0,0
1,does_anybody,bali,2,2
2,chatterbox_carew,chatterbox_jerome,2,2
3,whisper_to_me,itallcomes,1,1
4,prelude,dakota,4,4
5,motheranddad,nearyou,13,13
6,rendezvous,idreamed,4,4
7,evangelimann,mitternachtstango,1,1
8,mojoworkout,gotmymojoworking,12,12
9,sognonostalgico,girlinthedark,2,2
10,daybyday,themetodayshow,9,9
11,dirlada,loopdilove,2,2
12,pourtoi,feelings,13,13
13,ithinkaboutyou,ithinkaboutyoutwo,13,13
14,greengrassgrows,superstring,9,9
15,gehtsparkasse,begood,7,7
16,heartbeat,getoveryou,7,7
17,blessees,janine,7,7
18,reich,niveau,2,2
