N,Song1,Song2,Cnt
0,light_myLife,lady_divine_pt1,1
1,light_myLife,lady_divine_pt2,1
2,light_myLife,lady_divine_pt3,1
3,confessing,starlight,1
4,o_gladsome,o_light,0
5,lady_love,word_warning,9
6,whisper,wishing_song,2
7,does_anybody,bali,1
8,spider,desert_song,0
9,old_eli,someday_prince,2
10,alla_rancho,el_rancho_anonymous,8
11,chatterbox_carew,chatterbox_jerome,1
12,kansas,roses,4
13,whisper_to_me,itallcomes,4
14,kalamazoo_arnstein,kalamazoo_warren,7
15,prelude,dakota,14
16,vagyok,perhaps,0
17,messiah,fence,0
18,shepherd,beginthebeguine,8
19,amothersprayer,myownsweet,0
20,sadness,youdbesonice,5
21,twilightwaltz,calledlove,0
22,motheranddad,nearyou,1
23,tonighthesailedagain,iloveyouyesido,0
24,thehappywhistler,sanfranciscobrewingad,4
25,muehlebachbeersmith,timeformuehlebach,0
26,mygodandi,mygodanditwo,6
27,goodnight,whilewedream,0
28,rendezvous,idreamed,1
29,mizpahshalom,shalom,1
30,evangelimann,mitternachtstango,1
31,mojoworkout,gotmymojoworking,1
32,sognonostalgico,girlinthedark,10
33,hessofine,mysweetlord,1
34,jeanniemichele,themeatimetolove,0
35,daybyday,themetodayshow,5
36,keeponsinging,keeponsingingtwo,1
37,dirlada,loopdilove,14
38,letitend,howdeepisyourlove,3
39,pourtoi,feelings,0
40,uncantoagalicia,bisschenfrieden,4
41,lifeisarock,menusong,24
42,es,hey,0
43,tillyou,phantomoftheopera,2
44,ithinkaboutyou,ithinkaboutyoutwo,5
45,greengrassgrows,superstring,24
46,whereareyounow,whereareyou,0
47,gehtsparkasse,begood,4
48,heartbeat,getoveryou,24
49,gumtree,downunder,9
50,blessees,janine,24
51,reich,niveau,1
