N,Song1,Song2,Algo,Embedding,Perc
0,goodnight,whilewedream,MiniBatch250,300,0.0
1,goodnight,whilewedream,MiniBatch250,100,5.8
2,goodnight,whilewedream,MiniBatch250,200,5.8
3,goodnight,whilewedream,MiniBatch250,50,81.16
4,goodnight,whilewedream,MiniBatch250,150,8.7
