N,Song1,Song2,Cluster_1,Cluster_2
0,o_gladsome,o_light,1,1
1,does_anybody,bali,3,3
2,alla_rancho,el_rancho_anonymous,3,3
3,chatterbox_carew,chatterbox_jerome,3,3
4,kansas,roses,3,3
5,prelude,dakota,3,3
6,amothersprayer,myownsweet,2,2
7,motheranddad,nearyou,2,2
8,goodnight,whilewedream,6,6
9,rendezvous,idreamed,2,2
10,mizpahshalom,shalom,3,3
11,hessofine,mysweetlord,6,6
12,daybyday,themetodayshow,6,6
13,keeponsinging,keeponsingingtwo,4,4
14,dirlada,loopdilove,1,1
15,pourtoi,feelings,0,0
16,greengrassgrows,superstring,5,5
17,gehtsparkasse,begood,5,5
18,heartbeat,getoveryou,5,5
19,blessees,janine,5,5
20,reich,niveau,4,4
