N,Song1,Song2,Cluster_1,Cluster_2
0,does_anybody,bali,2,2
1,alla_rancho,el_rancho_anonymous,2,2
2,chatterbox_carew,chatterbox_jerome,2,2
3,kansas,roses,2,2
4,whisper_to_me,itallcomes,0,0
5,prelude,dakota,2,2
6,amothersprayer,myownsweet,1,1
7,twilightwaltz,calledlove,2,2
8,motheranddad,nearyou,1,1
9,goodnight,whilewedream,2,2
10,rendezvous,idreamed,1,1
11,mizpahshalom,shalom,2,2
12,evangelimann,mitternachtstango,0,0
13,hessofine,mysweetlord,2,2
14,jeanniemichele,themeatimetolove,0,0
15,dirlada,loopdilove,0,0
16,uncantoagalicia,bisschenfrieden,0,0
17,lifeisarock,menusong,1,1
18,tillyou,phantomoftheopera,0,0
19,ithinkaboutyou,ithinkaboutyoutwo,0,0
20,greengrassgrows,superstring,1,1
21,whereareyounow,whereareyou,0,0
22,heartbeat,getoveryou,1,1
23,gumtree,downunder,2,2
24,blessees,janine,1,1
25,reich,niveau,0,0
