N,Song1,Song2,Cluster_1,Cluster_2
0,does_anybody,bali,2,2
1,alla_rancho,el_rancho_anonymous,2,2
2,chatterbox_carew,chatterbox_jerome,2,2
3,kansas,roses,2,2
4,whisper_to_me,itallcomes,0,0
5,prelude,dakota,2,2
6,amothersprayer,myownsweet,4,4
7,motheranddad,nearyou,4,4
8,goodnight,whilewedream,1,1
9,rendezvous,idreamed,4,4
10,mizpahshalom,shalom,2,2
11,evangelimann,mitternachtstango,0,0
12,hessofine,mysweetlord,1,1
13,daybyday,themetodayshow,1,1
14,keeponsinging,keeponsingingtwo,0,0
15,dirlada,loopdilove,3,3
16,lifeisarock,menusong,4,4
17,greengrassgrows,superstring,4,4
18,whereareyounow,whereareyou,3,3
19,gehtsparkasse,begood,4,4
20,heartbeat,getoveryou,4,4
21,gumtree,downunder,2,2
22,blessees,janine,4,4
23,reich,niveau,0,0
