N,Song1,Song2,Cluster_1,Cluster_2
0,o_gladsome,o_light,1,1
1,does_anybody,bali,3,3
2,alla_rancho,el_rancho_anonymous,3,3
3,chatterbox_carew,chatterbox_jerome,3,3
4,kansas,roses,3,3
5,prelude,dakota,3,3
6,amothersprayer,myownsweet,4,4
7,motheranddad,nearyou,4,4
8,goodnight,whilewedream,3,3
9,rendezvous,idreamed,4,4
10,mizpahshalom,shalom,3,3
11,sognonostalgico,girlinthedark,3,3
12,daybyday,themetodayshow,2,2
13,dirlada,loopdilove,0,0
14,uncantoagalicia,bisschenfrieden,0,0
15,ithinkaboutyou,ithinkaboutyoutwo,0,0
16,greengrassgrows,superstring,5,5
17,whereareyounow,whereareyou,0,0
18,gehtsparkasse,begood,5,5
19,heartbeat,getoveryou,5,5
20,gumtree,downunder,3,3
21,blessees,janine,5,5
22,reich,niveau,2,2
