N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt3,4,4
1,does_anybody,bali,2,2
2,chatterbox_carew,chatterbox_jerome,2,2
3,prelude,dakota,0,0
4,messiah,fence,2,2
5,shepherd,beginthebeguine,1,1
6,twilightwaltz,calledlove,2,2
7,motheranddad,nearyou,2,2
8,mizpahshalom,shalom,4,4
9,sognonostalgico,girlinthedark,2,2
10,jeanniemichele,themeatimetolove,1,1
11,daybyday,themetodayshow,0,0
12,dirlada,loopdilove,0,0
13,greengrassgrows,superstring,4,4
14,whereareyounow,whereareyou,4,4
15,heartbeat,getoveryou,1,1
16,blessees,janine,4,4
