N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,1,1
1,light_myLife,lady_divine_pt3,1,1
2,confessing,starlight,1,1
3,o_gladsome,o_light,1,1
4,lady_love,word_warning,1,1
5,whisper,wishing_song,1,1
6,does_anybody,bali,1,1
7,spider,desert_song,1,1
8,old_eli,someday_prince,1,1
9,chatterbox_carew,chatterbox_jerome,1,1
10,kansas,roses,1,1
11,kalamazoo_arnstein,kalamazoo_warren,1,1
12,prelude,dakota,0,0
13,shepherd,beginthebeguine,1,1
14,amothersprayer,myownsweet,1,1
15,sadness,youdbesonice,1,1
16,twilightwaltz,calledlove,1,1
17,motheranddad,nearyou,1,1
18,mygodandi,mygodanditwo,1,1
19,goodnight,whilewedream,1,1
20,rendezvous,idreamed,1,1
21,mizpahshalom,shalom,1,1
22,evangelimann,mitternachtstango,1,1
23,mojoworkout,gotmymojoworking,1,1
24,sognonostalgico,girlinthedark,1,1
25,jeanniemichele,themeatimetolove,1,1
26,daybyday,themetodayshow,0,0
27,keeponsinging,keeponsingingtwo,1,1
28,dirlada,loopdilove,0,0
29,letitend,howdeepisyourlove,1,1
30,pourtoi,feelings,0,0
31,es,hey,1,1
32,greengrassgrows,superstring,1,1
33,whereareyounow,whereareyou,1,1
34,gehtsparkasse,begood,2,2
35,heartbeat,getoveryou,2,2
36,gumtree,downunder,1,1
37,blessees,janine,1,1
38,reich,niveau,1,1
