N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,1,1
1,light_myLife,lady_divine_pt3,1,1
2,o_gladsome,o_light,3,3
3,does_anybody,bali,3,3
4,chatterbox_carew,chatterbox_jerome,3,3
5,prelude,dakota,0,0
6,messiah,fence,3,3
7,shepherd,beginthebeguine,3,3
8,amothersprayer,myownsweet,3,3
9,sadness,youdbesonice,1,1
10,twilightwaltz,calledlove,3,3
11,motheranddad,nearyou,3,3
12,goodnight,whilewedream,3,3
13,rendezvous,idreamed,3,3
14,mizpahshalom,shalom,1,1
15,mojoworkout,gotmymojoworking,1,1
16,sognonostalgico,girlinthedark,3,3
17,daybyday,themetodayshow,4,4
18,keeponsinging,keeponsingingtwo,1,1
19,letitend,howdeepisyourlove,1,1
20,es,hey,3,3
21,greengrassgrows,superstring,1,1
22,gehtsparkasse,begood,2,2
23,heartbeat,getoveryou,2,2
24,blessees,janine,1,1
