N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,3,3
1,light_myLife,lady_divine_pt3,3,3
2,o_gladsome,o_light,1,1
3,does_anybody,bali,1,1
4,prelude,dakota,0,0
5,messiah,fence,1,1
6,shepherd,beginthebeguine,1,1
7,amothersprayer,myownsweet,1,1
8,sadness,youdbesonice,3,3
9,twilightwaltz,calledlove,1,1
10,motheranddad,nearyou,1,1
11,goodnight,whilewedream,1,1
12,rendezvous,idreamed,1,1
13,mizpahshalom,shalom,3,3
14,evangelimann,mitternachtstango,1,1
15,sognonostalgico,girlinthedark,1,1
16,daybyday,themetodayshow,6,6
17,keeponsinging,keeponsingingtwo,3,3
18,greengrassgrows,superstring,3,3
19,gehtsparkasse,begood,4,4
20,heartbeat,getoveryou,4,4
21,blessees,janine,5,5
