N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,1,1
1,light_myLife,lady_divine_pt2,1,1
2,light_myLife,lady_divine_pt3,1,1
3,does_anybody,bali,2,2
4,spider,desert_song,0,0
5,old_eli,someday_prince,0,0
6,chatterbox_carew,chatterbox_jerome,0,0
7,whisper_to_me,itallcomes,6,6
8,amothersprayer,myownsweet,0,0
9,mygodandi,mygodanditwo,6,6
10,letitend,howdeepisyourlove,0,0
11,pourtoi,feelings,4,4
12,lifeisarock,menusong,4,4
13,greengrassgrows,superstring,1,1
14,whereareyounow,whereareyou,4,4
15,heartbeat,getoveryou,1,1
16,blessees,janine,0,0
