N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,1,1
1,light_myLife,lady_divine_pt3,1,1
2,chatterbox_carew,chatterbox_jerome,2,2
3,kalamazoo_arnstein,kalamazoo_warren,3,3
4,shepherd,beginthebeguine,2,2
5,hessofine,mysweetlord,0,0
6,keeponsinging,keeponsingingtwo,2,2
7,letitend,howdeepisyourlove,3,3
8,uncantoagalicia,bisschenfrieden,3,3
9,es,hey,1,1
10,tillyou,phantomoftheopera,1,1
11,greengrassgrows,superstring,0,0
12,heartbeat,getoveryou,3,3
13,blessees,janine,3,3
