N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt3,0,0
1,old_eli,someday_prince,0,0
2,alla_rancho,el_rancho_anonymous,2,2
3,chatterbox_carew,chatterbox_jerome,1,1
4,prelude,dakota,0,0
5,motheranddad,nearyou,2,2
6,muehlebachbeersmith,timeformuehlebach,2,2
7,hessofine,mysweetlord,0,0
8,keeponsinging,keeponsingingtwo,1,1
9,pourtoi,feelings,2,2
10,uncantoagalicia,bisschenfrieden,0,0
11,es,hey,2,2
12,tillyou,phantomoftheopera,2,2
13,whereareyounow,whereareyou,2,2
14,gehtsparkasse,begood,2,2
15,heartbeat,getoveryou,2,2
16,reich,niveau,0,0
