N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,0,0
1,confessing,starlight,0,0
2,lady_love,word_warning,2,2
3,spider,desert_song,0,0
4,alla_rancho,el_rancho_anonymous,0,0
5,kansas,roses,0,0
6,prelude,dakota,2,2
7,vagyok,perhaps,2,2
8,messiah,fence,2,2
9,shepherd,beginthebeguine,2,2
10,tonighthesailedagain,iloveyouyesido,1,1
11,mygodandi,mygodanditwo,0,0
12,goodnight,whilewedream,2,2
13,mizpahshalom,shalom,2,2
14,evangelimann,mitternachtstango,2,2
15,mojoworkout,gotmymojoworking,0,0
16,sognonostalgico,girlinthedark,0,0
17,hessofine,mysweetlord,2,2
18,jeanniemichele,themeatimetolove,0,0
19,daybyday,themetodayshow,1,1
20,keeponsinging,keeponsingingtwo,2,2
21,dirlada,loopdilove,2,2
22,letitend,howdeepisyourlove,2,2
23,pourtoi,feelings,2,2
24,uncantoagalicia,bisschenfrieden,2,2
25,es,hey,2,2
26,ithinkaboutyou,ithinkaboutyoutwo,2,2
27,greengrassgrows,superstring,1,1
28,gehtsparkasse,begood,0,0
29,heartbeat,getoveryou,2,2
30,blessees,janine,2,2
31,reich,niveau,2,2
